x1,x2,v
48,34,2
47,32,2
43,28,2
42,27,2
22,19,2
9,14,2
1,18,2
0,29,2
1,46,2
36,49,2
85,53,3
95,54,3
95,51,3
97,31,3
94,14,3
93,22,3
78,32,3
64,36,3
68,41,3
71,42,3
68,47,3
33,59,4
21,70,4
23,87,4
12,89,4
7,91,4
4,66,4
0,65,4
25,60,4
36,52,4

35,34,0
38,19,0
33,15,0
31,4,0
51,9,0
50,18,0
55,23,0
46,67,1
43,70,1
45,75,1
42,76,1
37,77,1
20,90,1
23,95,1
25,75,1
26,74,1
25,65,1
11,58,1
24,60,1
31,61,1
38,52,1
22,39,2
23,39,2
25,28,2
21,22,2
14,11,2
6,11,2
3,12,2
3,36,2
2,49,2
13,46,2
52,50,3
63,53,3
65,59,3
71,55,3
73,57,3
86,56,3
80,71,3
67,89,3
62,90,3
57,62,3
78,33,4
81,21,4
85,23,4
97,6,4
99,25,4
87,39,4
84,42,4
80,49,4

16,48,0
4,33,0
8,24,0
10,20,0
0,9,0
10,17,0
16,17,0
30,19,0
39,41,0
41,54,1
34,63,1
10,79,1
2,77,1
5,83,1
6,98,1
11,99,1
17,93,1
21,93,1
29,93,1
30,93,1
37,81,1
44,73,1
51,70,2
49,81,2
56,87,2
77,89,2
95,89,2
85,81,2
78,57,2
63,65,2
58,64,2
50,33,3
50,29,3
51,29,3
55,30,3
55,26,3
66,22,3
75,14,3
77,3,3
77,33,3
89,35,3
92,35,3
97,41,3
31,57,4
26,16,4
22,7,4
61,2,4
59,9,4
59,36,4

48,83,0
42,93,0
32,93,0
32,87,0
9,89,0
23,74,0
27,82,0
31,78,0
37,80,0
37,69,0
43,57,0
42,37,1
30,38,1
25,38,1
24,43,1
17,27,1
6,31,1
3,46,1
1,50,1
3,61,1
1,63,1
4,65,1
17,67,1
27,63,1
27,62,1
29,54,1
63,28,2
72,29,2
74,22,2
88,10,2
92,5,2
90,5,2
90,32,2
92,46,2
50,24,3
55,9,3
43,0,3
30,6,3
10,2,3
16,7,3
26,11,3
44,28,3
47,34,3
60,71,4
58,75,4
75,98,4
98,85,4
97,51,4
88,51,4

53,73,0
65,88,0
44,82,0
34,85,0
31,76,0
35,39,0
53,78,1
81,80,1
84,85,1
87,99,1
99,96,1
95,74,1
79,59,1
76,57,1
73,56,1
71,54,1
44,30,2
46,22,2
33,28,2
36,20,2
34,0,2
24,6,2
13,31,2
9,33,2
7,43,2
25,42,2
27,46,2
27,47,2
66,10,3
71,6,3
74,3,3
96,6,3
95,17,3
91,14,3
90,25,3
99,42,3
89,43,3
48,94,4
31,93,4
21,94,4
6,99,4
4,89,4
1,84,4
6,83,4
14,84,4
16,88,4
20,81,4
25,74,4
26,55,4

48,64,0
39,85,0
20,92,0
24,71,0
31,64,0
4,54,0
21,50,0
23,50,0
93,61,1
99,70,1
98,96,1
96,77,1
85,79,1
86,74,1
84,65,1
55,64,1
50,14,2
49,7,2
41,8,2
6,4,2
1,2,2
2,15,2
8,28,2
25,27,2
35,39,2
62,49,3
82,40,3
96,31,3
94,20,3
84,4,3
80,13,3
80,17,3
78,21,3
60,19,3
60,13,3
52,14,3
60,37,4
67,37,4
75,36,4
75,59,4
76,76,4
77,94,4
74,93,4
70,98,4
69,99,4
59,88,4
42,88,4
52,80,4
52,63,4

46,46,0
11,45,0
8,46,0
8,14,0
5,14,0
28,5,0
31,5,0
36,6,0
35,19,0
27,24,0
32,33,0
35,43,0
48,23,1
66,28,1
62,5,1
89,8,1
77,19,1
82,33,1
73,43,1
0,50,2
10,61,2
3,67,2
2,74,2
1,82,2
1,89,2
7,86,2
12,79,2
18,78,2
19,71,2
46,93,3
68,94,3
81,99,3
99,97,3
98,70,3
98,66,3
89,55,3
70,50,3
68,56,4
69,62,4
80,61,4
84,82,4
83,70,4
76,68,4
74,71,4
60,74,4
57,84,4
56,78,4
55,78,4
34,77,4

28,73,0
21,76,0
31,99,0
44,93,0
40,87,0
43,78,0
44,56,0
44,46,1
36,43,1
31,37,1
30,38,1
19,34,1
16,41,1
1,49,1
1,80,1
9,71,1
10,58,1
31,55,1
49,14,2
50,5,2
38,8,2
23,5,2
15,5,2
9,6,2
1,7,2
16,7,2
25,20,2
28,19,2
43,36,2
46,39,2
49,43,2
52,28,3
52,14,3
63,7,3
65,7,3
86,5,3
93,17,3
67,25,3
69,36,3
76,36,3
54,49,3
66,51,4
69,56,4
80,60,4
79,80,4
72,93,4
60,98,4
52,68,4
51,62,4

69,43,0
66,29,0
67,20,0
93,17,0
95,17,0
94,2,0
79,14,0
78,32,0
76,47,0
71,47,0
19,52,1
9,43,1
9,37,1
5,36,1
18,30,1
35,27,1
41,28,1
44,21,1
57,26,1
36,61,2
17,66,2
1,75,2
14,81,2
40,98,2
50,86,2
74,68,3
75,71,3
91,71,3
93,72,3
67,73,3
64,74,3
63,83,3
65,83,3
66,89,3
68,94,3
63,97,3
52,94,3
55,91,3
33,47,4
35,39,4
32,35,4
23,33,4
12,13,4
6,11,4
1,7,4
6,5,4
27,6,4
51,9,4
49,15,4

52,63,0
60,63,0
62,69,0
70,89,0
74,89,0
94,98,0
94,71,0
76,66,0
85,53,0
65,51,0
37,46,1
26,37,1
25,37,1
24,31,1
21,31,1
19,30,1
13,21,1
6,11,1
3,10,1
14,11,1
19,0,1
28,6,1
45,17,1
55,20,1
55,28,1
50,37,1
51,48,2
80,48,2
81,46,2
94,45,2
95,38,2
82,41,2
69,18,2
76,2,2
54,2,2
45,99,3
1,97,3
18,94,3
36,78,3
36,60,3
35,58,3
18,40,4
18,36,4
2,35,4
10,41,4
11,59,4
5,66,4
19,69,4
27,51,4

17,56,0
12,48,0
7,45,0
3,19,0
6,5,0
12,28,0
20,41,0
29,47,0
47,54,1
10,55,1
1,97,1
2,97,1
18,96,1
25,98,1
28,77,1
29,61,1
41,61,1
61,10,2
64,5,2
49,1,2
45,10,2
35,6,2
27,10,2
29,14,2
38,26,2
37,28,2
35,41,2
38,44,2
67,65,3
69,65,3
70,72,3
79,82,3
84,91,3
61,92,3
59,89,3
56,81,3
30,82,3
30,66,3
40,64,3
55,51,4
86,55,4
92,56,4
92,63,4
94,53,4
95,29,4
87,13,4
80,20,4
74,26,4
76,37,4

11,53,0
3,51,0
0,65,0
6,67,0
7,85,0
10,84,0
10,68,0
20,69,0
24,71,0
46,72,0
52,70,1
56,82,1
62,85,1
72,89,1
77,99,1
88,87,1
87,82,1
86,69,1
78,69,1
66,70,1
59,71,1
54,33,2
76,31,2
78,23,2
69,19,2
64,11,2
42,5,2
47,8,2
48,14,2
48,19,2
43,29,2
58,41,3
85,41,3
82,21,3
84,22,3
96,33,3
98,56,3
64,58,3
30,49,4
29,58,4
24,56,4
21,46,4
13,45,4
21,36,4
18,11,4
28,29,4
30,28,4
33,28,4
36,33,4

46,44,0
32,35,0
15,14,0
5,24,0
8,47,0
4,62,0
15,57,0
48,52,0
42,32,1
43,24,1
45,24,1
47,17,1
37,15,1
33,10,1
47,12,1
54,1,1
61,8,1
60,16,1
60,22,1
54,22,1
51,41,1
61,44,2
64,35,2
73,27,2
76,10,2
76,3,2
98,9,2
83,30,2
80,51,2
36,54,3
21,59,3
21,73,3
34,92,3
45,97,3
38,76,3
38,74,3
37,64,3
73,74,4
78,69,4
84,73,4
85,74,4
88,70,4
94,92,4
93,95,4
68,92,4
65,89,4
60,89,4
58,87,4
58,58,4

85,36,0
94,31,0
93,38,0
95,61,0
73,57,0
65,72,0
58,19,1
64,3,1
68,5,1
74,5,1
89,0,1
76,14,1
79,22,1
73,33,1
68,33,1
44,58,2
36,74,2
36,85,2
20,94,2
9,95,2
4,60,2
2,44,2
5,40,2
15,41,2
15,46,2
18,49,2
26,47,3
23,4,3
15,11,3
15,17,3
15,18,3
15,21,3
19,23,3
8,23,3
1,27,3
7,28,3
11,29,3
43,42,3
28,51,4
29,67,4
47,77,4
54,93,4
66,92,4
87,92,4
64,88,4
65,86,4
61,84,4
59,74,4
57,58,4

36,48,0
23,42,0
15,43,0
15,28,0
6,26,0
5,14,0
1,45,0
7,51,0
6,53,0
9,53,0
24,49,0
48,52,1
40,68,1
43,72,1
40,84,1
37,81,1
23,91,1
12,72,1
22,61,1
27,62,1
46,52,1
44,31,2
42,25,2
36,32,2
27,19,2
29,18,2
34,7,2
43,10,2
52,16,2
58,21,2
60,48,3
62,46,3
62,39,3
69,26,3
70,6,3
99,11,3
99,19,3
86,17,3
82,20,3
61,22,3
51,55,4
69,55,4
86,63,4
98,61,4
94,91,4
84,79,4
74,77,4
74,76,4
65,63,4

54,69,0
57,93,0
54,98,0
36,95,0
34,92,0
41,88,0
44,88,0
43,81,0
44,66,0
38,49,1
27,38,1
21,35,1
13,32,1
8,38,1
7,30,1
9,18,1
9,15,1
18,5,1
21,7,1
23,23,1
30,24,1
32,31,1
43,46,1
43,57,2
31,58,2
6,65,2
1,71,2
3,88,2
8,88,2
16,82,2
16,54,2
13,50,2
13,43,2
26,43,2
56,52,3
91,59,3
92,92,3
99,99,3
91,77,3
63,67,3
55,63,3
84,48,4
88,30,4
66,33,4
55,26,4
46,9,4
35,21,4
39,27,4
44,26,4

45,30,0
45,27,0
29,7,0
27,2,0
21,2,0
18,18,0
19,20,0
9,20,0
7,30,0
5,27,0
0,27,0
1,41,0
37,41,0
47,41,0
10,57,1
0,59,1
1,90,1
2,93,1
11,92,1
11,90,1
14,78,1
14,72,1
41,68,1
46,66,1
60,97,2
26,99,2
38,84,2
43,64,2
50,70,3
61,79,3
68,82,3
73,84,3
71,94,3
84,94,3
99,99,3
78,99,3
78,81,3
78,80,3
75,80,3
74,57,3
50,46,4
56,34,4
67,40,4
79,29,4
87,19,4
92,38,4
98,41,4
90,56,4
80,48,4

12,52,0
12,54,0
3,50,0
5,77,0
25,82,0
25,99,0
28,96,0
31,85,0
33,66,0
38,65,0
75,48,1
93,41,1
98,42,1
97,46,1
98,49,1
99,56,1
99,85,1
97,86,1
91,67,1
84,64,1
68,57,1
42,29,2
38,17,2
34,0,2
12,8,2
12,17,2
3,34,2
26,27,2
28,47,2
43,70,3
36,90,3
55,89,3
63,99,3
68,99,3
77,97,3
75,94,3
79,88,3
83,81,3
65,85,3
64,54,3
60,46,4
70,41,4
77,36,4
85,22,4
94,28,4
99,20,4
90,15,4
70,13,4
49,15,4

46,24,0
46,9,0
26,2,0
23,8,0
15,5,0
18,13,0
6,18,0
7,24,0
12,22,0
31,29,0
35,34,0
86,48,1
86,27,1
91,14,1
87,3,1
74,6,1
69,9,1
63,9,1
62,10,1
60,0,1
59,16,1
50,45,1
39,57,2
23,60,2
12,63,2
24,65,2
29,77,2
52,84,2
53,95,2
57,78,2
56,73,2
60,74,2
59,68,2
50,56,2
36,52,3
9,55,3
0,87,3
0,60,3
0,52,3
13,40,3
16,43,3
26,41,3
50,29,4
99,28,4
99,65,4
96,73,4
82,71,4
86,59,4
86,55,4

38,21,0
19,6,0
7,9,0
14,16,0
10,26,0
19,24,0
20,23,0
28,25,0
38,31,0
49,49,0
49,74,1
50,84,1
49,92,1
34,96,1
29,87,1
34,81,1
14,81,1
14,75,1
28,74,1
28,59,1
29,55,1
68,50,2
74,51,2
85,74,2
87,74,2
87,98,2
99,95,2
83,94,2
65,77,2
51,64,2
43,63,3
44,68,3
13,69,3
3,75,3
6,55,3
0,50,3
5,37,3
6,36,3
25,36,3
29,42,3
78,48,4
88,56,4
92,67,4
88,48,4
86,21,4
64,19,4
67,24,4
65,26,4
52,41,4

48,25,0
13,24,0
11,24,0
11,32,0
2,33,0
14,52,0
25,56,0
38,56,0
37,58,1
34,60,1
17,71,1
29,72,1
34,88,1
34,92,1
40,92,1
57,84,1
64,79,1
53,67,1
53,60,1
58,57,2
80,60,2
94,99,2
80,77,2
75,77,2
63,76,2
50,71,2
50,63,2
50,30,3
53,9,3
46,6,3
42,2,3
40,6,3
24,4,3
22,2,3
15,6,3
15,12,3
29,11,3
39,36,3
56,47,4
56,37,4
62,17,4
66,17,4
69,4,4
77,12,4
83,13,4
78,37,4
77,40,4
74,43,4
62,48,4

51,56,0
57,57,0
60,84,0
60,96,0
63,95,0
73,83,0
74,75,0
80,68,0
84,59,0
98,59,0
99,56,0
95,48,0
18,43,1
16,41,1
16,31,1
5,31,1
2,33,1
4,65,1
46,60,1
63,42,2
66,43,2
65,34,2
70,24,2
91,26,2
93,2,2
79,2,2
79,18,2
76,16,2
56,16,2
57,26,2
46,96,3
35,94,3
34,95,3
2,98,3
7,83,3
17,80,3
22,78,3
29,71,3
34,59,3
41,51,3
41,41,4
26,36,4
24,18,4
10,17,4
7,4,4
12,3,4
21,9,4
37,15,4
41,34,4

38,59,0
6,74,0
5,31,0
8,33,0
9,45,0
17,49,0
58,72,1
57,79,1
57,82,1
64,88,1
67,94,1
52,95,1
46,94,1
36,94,1
29,99,1
22,93,1
25,92,1
27,87,1
43,86,1
41,73,1
50,50,1
33,47,2
30,37,2
28,36,2
24,42,2
19,18,2
25,9,2
27,8,2
33,3,2
30,16,2
40,24,2
65,34,3
74,23,3
87,26,3
91,17,3
97,10,3
91,1,3
76,7,3
77,10,3
69,20,3
62,33,3
62,40,3
72,45,4
86,48,4
90,45,4
98,73,4
88,87,4
75,74,4
63,57,4

63,84,0
70,94,0
76,94,0
94,93,0
98,81,0
92,53,0
84,49,0
37,32,1
32,26,1
26,20,1
31,14,1
28,4,1
24,4,1
10,3,1
11,1,1
38,0,1
37,23,1
43,25,1
46,27,1
34,54,2
32,59,2
24,59,2
23,67,2
27,69,2
11,76,2
7,82,2
4,79,2
2,57,2
17,35,2
23,42,2
81,44,3
86,27,3
99,3,3
93,2,3
74,8,3
75,15,3
74,25,3
70,33,3
69,45,3
73,53,4
80,74,4
78,76,4
73,89,4
44,91,4
43,93,4
25,94,4
30,84,4
31,83,4
48,65,4

42,54,0
39,57,0
33,71,0
22,71,0
25,80,0
14,83,0
9,81,0
7,89,0
20,93,0
44,87,0
48,71,0
59,6,1
71,5,1
66,4,1
29,3,1
40,1,1
44,25,1
47,28,2
33,15,2
21,15,2
19,13,2
11,1,2
3,11,2
7,18,2
26,30,2
29,36,2
59,39,3
72,34,3
74,21,3
85,13,3
92,34,3
89,50,3
87,62,3
85,46,3
72,50,3
68,53,4
74,67,4
79,71,4
75,75,4
92,91,4
92,96,4
95,97,4
85,87,4
65,85,4
56,85,4
54,76,4
51,76,4
51,71,4
51,58,4

54,27,0
68,29,0
88,26,0
79,19,0
85,15,0
81,0,0
73,11,0
53,12,0
53,15,0
51,15,0
30,71,1
28,79,1
14,92,1
3,70,1
14,69,1
21,68,1
24,71,1
28,65,1
44,37,2
39,40,2
34,33,2
39,28,2
41,23,2
37,20,2
34,14,2
11,14,2
16,17,2
17,38,2
14,43,2
9,48,2
11,49,2
71,47,3
77,50,3
75,43,3
77,38,3
94,44,3
90,49,3
90,85,3
82,65,3
76,63,3
68,59,3
63,69,4
74,72,4
65,83,4
64,83,4
52,92,4
44,99,4
32,96,4
48,77,4

14,52,0
3,52,0
5,36,0
0,16,0
14,13,0
11,22,0
20,22,0
25,45,0
50,46,1
32,44,1
32,38,1
32,18,1
23,4,1
42,4,1
57,2,1
67,4,1
66,12,1
63,26,1
51,36,1
76,51,2
82,51,2
91,53,2
98,18,2
94,7,2
89,17,2
86,22,2
85,37,2
79,40,2
53,42,2
53,45,2
37,76,3
28,73,3
16,86,3
3,77,3
12,64,3
15,63,3
16,67,3
17,66,3
26,67,3
45,74,4
38,88,4
29,98,4
49,99,4
55,97,4
58,99,4
58,78,4
74,68,4
72,67,4
58,55,4

63,45,0
80,28,0
77,22,0
47,11,0
25,23,0
25,24,0
17,38,0
29,40,0
43,43,0
59,79,1
74,73,1
76,72,1
78,88,1
92,95,1
97,92,1
96,67,1
76,66,1
74,52,1
56,51,1
55,8,2
77,8,2
96,6,2
93,16,2
87,26,2
89,33,2
94,43,2
84,55,2
49,89,3
48,97,3
48,99,3
31,93,3
22,79,3
1,77,3
4,71,3
16,67,3
40,63,3
43,51,3
45,41,4
44,39,4
42,21,4
27,13,4
22,2,4
4,6,4
4,23,4
5,25,4
10,39,4
10,41,4
8,57,4
41,50,4

68,51,0
70,84,0
96,95,0
63,98,0
54,80,0
52,55,0
52,34,1
61,32,1
58,26,1
61,12,1
67,6,1
45,2,1
20,4,1
35,11,1
41,13,1
42,17,1
50,18,1
9,51,2
5,42,2
8,24,2
10,14,2
13,24,2
17,34,2
24,29,2
28,22,2
30,34,2
41,30,2
41,43,2
74,36,3
79,17,3
80,42,3
84,42,3
83,45,3
89,49,3
90,71,3
79,74,3
58,67,3
39,42,4
28,42,4
28,62,4
24,63,4
27,72,4
28,78,4
13,90,4
15,73,4
16,56,4
37,54,4
40,61,4
49,59,4

27,53,0
25,70,0
14,68,0
18,73,0
17,76,0
6,77,0
3,58,0
5,55,0
16,54,0
75,45,1
76,45,1
82,42,1
86,41,1
86,30,1
94,5,1
86,1,1
80,4,1
72,5,1
72,23,1
67,42,1
16,48,2
9,48,2
3,31,2
0,30,2
5,24,2
10,23,2
20,7,2
35,9,2
48,4,3
54,1,3
55,6,3
60,10,3
61,30,3
65,37,3
73,42,3
73,70,3
70,61,3
61,62,3
51,54,4
55,78,4
56,91,4
68,85,4
79,96,4
79,91,4
84,85,4
89,63,4
89,52,4
82,58,4
60,52,4

54,69,0
57,96,0
94,94,0
93,97,0
97,97,0
99,89,0
74,85,0
75,66,0
53,84,1
50,87,1
37,87,1
35,90,1
13,93,1
4,91,1
1,83,1
6,76,1
12,76,1
20,74,1
20,72,1
38,72,1
37,54,1
36,52,1
38,52,1
56,45,2
56,5,2
25,2,2
7,3,2
11,17,2
22,22,2
19,27,2
26,39,2
34,48,2
34,50,3
20,49,3
10,48,3
10,45,3
3,60,3
0,32,3
10,33,3
30,35,3
34,34,3
86,50,4
87,55,4
89,58,4
91,9,4
78,13,4
83,42,4
63,43,4
62,49,4

43,34,0
42,34,0
38,24,0
23,20,0
40,18,0
57,3,0
70,3,0
74,0,0
71,9,0
71,45,0
59,45,0
56,33,1
58,29,1
62,30,1
73,29,1
96,18,1
99,22,1
94,36,1
88,36,1
90,45,1
80,53,1
32,45,2
26,34,2
15,29,2
15,15,2
17,6,2
1,7,2
1,11,2
0,55,2
42,63,3
33,87,3
35,93,3
24,90,3
8,96,3
3,87,3
2,85,3
15,76,3
32,75,3
44,58,3
54,74,4
64,94,4
88,89,4
91,69,4
84,63,4
79,65,4
77,77,4
67,71,4
63,67,4
62,49,4

41,10,0
39,4,0
38,0,0
31,2,0
26,0,0
18,14,0
17,20,0
33,25,0
49,26,0
51,40,1
69,39,1
76,32,1
80,18,1
84,11,1
78,9,1
73,0,1
60,6,1
62,11,1
66,18,1
70,21,1
56,44,1
54,45,1
33,46,2
0,30,2
11,52,2
27,57,2
28,62,2
36,63,2
54,87,3
65,87,3
67,95,3
59,94,3
9,89,3
22,87,3
28,87,3
37,73,3
42,53,3
57,84,4
73,82,4
82,83,4
86,88,4
92,98,4
94,92,4
98,81,4
92,71,4
90,71,4
88,62,4
87,49,4
68,51,4

62,51,0
94,66,0
93,73,0
98,79,0
96,91,0
88,91,0
87,77,0
79,80,0
72,84,0
61,91,0
37,52,1
20,51,1
14,41,1
12,59,1
0,64,1
20,68,1
62,70,1
62,77,1
62,80,1
50,32,2
56,27,2
58,21,2
64,10,2
66,0,2
70,1,2
78,9,2
76,17,2
88,15,2
87,23,2
94,27,2
84,35,2
67,40,2
45,63,3
31,75,3
26,99,3
2,95,3
13,84,3
24,78,3
25,69,3
30,59,3
42,56,3
38,38,4
34,36,4
23,40,4
21,27,4
0,22,4
12,0,4
45,10,4
49,33,4

55,62,0
66,70,0
67,70,0
74,68,0
82,68,0
81,95,0
96,87,0
99,70,0
94,61,0
93,55,0
86,61,0
75,61,0
55,57,0
92,48,1
97,41,1
99,3,1
77,19,1
79,33,1
81,36,1
80,40,1
34,48,2
34,51,2
22,53,2
19,53,2
32,10,2
46,3,2
62,11,2
64,22,2
56,37,2
41,67,3
34,72,3
40,83,3
35,97,3
51,92,3
74,93,3
77,91,3
58,84,3
50,88,3
42,50,4
38,26,4
33,26,4
31,22,4
26,20,4
6,14,4
4,43,4
2,47,4
11,66,4
19,69,4
28,64,4

56,25,0
60,20,0
69,22,0
81,33,0
93,29,0
96,31,0
92,38,0
90,39,0
78,43,0
44,24,1
44,21,1
55,15,1
50,13,1
50,8,1
49,0,1
48,2,1
18,10,1
13,28,1
26,30,1
52,94,2
40,97,2
34,94,2
22,96,2
1,92,2
0,92,2
0,88,2
9,88,2
9,73,2
12,64,2
50,76,3
45,89,3
31,91,3
11,82,3
7,63,3
2,57,3
1,40,3
37,47,3
59,53,4
84,57,4
93,49,4
96,71,4
99,69,4
98,73,4
83,75,4
85,82,4
81,87,4
77,83,4
63,60,4
52,54,4

54,8,0
61,2,0
39,0,0
33,0,0
47,7,0
48,47,0
53,59,1
53,84,1
57,80,1
68,75,1
68,86,1
67,93,1
86,87,1
88,80,1
89,81,1
93,70,1
86,61,1
84,55,1
46,48,2
24,37,2
26,14,2
5,16,2
3,52,2
8,58,2
32,54,2
42,55,3
26,55,3
22,68,3
12,69,3
10,89,3
10,94,3
25,98,3
34,97,3
27,90,3
22,78,3
28,76,3
46,74,3
55,46,4
59,46,4
69,40,4
68,38,4
65,23,4
72,21,4
70,14,4
69,1,4
81,1,4
91,29,4
94,35,4
94,47,4

34,51,0
2,55,0
0,59,0
6,76,0
13,75,0
16,95,0
23,96,0
28,96,0
25,84,0
34,86,0
39,88,0
41,64,0
52,26,1
80,22,1
87,7,1
95,5,1
98,2,1
93,32,1
97,51,1
98,52,1
70,51,1
53,83,2
68,93,2
71,96,2
75,90,2
80,94,2
95,99,2
93,86,2
84,82,2
81,73,2
81,67,2
76,68,2
67,69,2
27,21,3
22,15,3
17,2,3
10,13,3
4,16,3
13,21,3
22,21,3
22,37,3
24,48,3
42,7,4
39,4,4
52,1,4
55,0,4
71,32,4
80,36,4
83,37,4

31,47,0
33,34,0
27,9,0
25,20,0
15,20,0
17,27,0
13,33,0
9,56,0
11,61,0
19,58,0
21,58,0
24,54,0
25,52,0
38,50,0
51,59,1
59,80,1
58,99,1
68,92,1
69,90,1
72,87,1
74,87,1
82,80,1
99,77,1
61,58,1
31,57,2
30,64,2
20,64,2
17,68,2
8,64,2
0,76,2
14,85,2
44,90,2
43,81,2
50,62,2
51,4,3
57,3,3
77,0,3
77,8,3
69,11,3
70,22,3
75,23,3
61,33,3
85,36,4
83,20,4
96,16,4
97,17,4
94,29,4
98,35,4
93,45,4

68,52,0
81,62,0
87,65,0
91,71,0
97,68,0
98,79,0
97,93,0
96,95,0
66,95,0
65,92,0
57,91,0
51,87,0
48,87,0
48,73,0
51,27,1
57,23,1
49,16,1
38,13,1
37,8,1
40,2,1
33,0,1
18,24,1
22,25,1
30,30,1
39,33,1
65,53,2
67,61,2
69,70,2
73,69,2
80,50,2
83,41,2
87,16,2
72,33,2
71,41,2
60,38,2
58,49,2
3,40,3
1,31,3
1,28,3
2,10,3
10,6,3
14,29,3
20,33,3
10,70,4
5,77,4
6,97,4
0,83,4
3,82,4
4,62,4

25,50,0
16,54,0
11,61,0
11,66,0
5,92,0
7,93,0
47,97,0
46,90,0
40,89,0
39,83,0
32,74,0
49,21,1
50,3,1
59,0,1
34,4,1
41,8,1
41,10,1
40,11,1
32,26,1
38,27,1
59,45,2
79,24,2
83,23,2
88,0,2
89,33,2
93,39,2
99,40,2
87,48,2
88,58,3
91,75,3
95,98,3
98,94,3
87,87,3
70,91,3
69,92,3
68,79,3
59,82,3
62,74,3
35,46,4
30,31,4
13,26,4
14,20,4
22,14,4
4,12,4
0,3,4
2,33,4
14,32,4
33,34,4
44,37,4

4,50,0
2,51,0
10,55,0
5,83,0
14,96,0
16,94,0
31,94,0
44,89,0
43,87,0
43,82,0
45,68,0
43,33,1
40,5,1
1,3,1
9,1,1
10,0,1
10,16,1
7,21,1
6,28,1
18,40,1
21,47,1
27,48,1
61,35,2
69,30,2
97,8,2
66,12,2
54,13,2
35,30,2
64,62,3
71,66,3
83,72,3
84,87,3
82,91,3
87,92,3
99,84,3
93,56,3
75,58,3
65,49,3
24,61,4
38,70,4
36,78,4
40,77,4
48,83,4
53,93,4
64,97,4
62,90,4
70,80,4
66,69,4
52,53,4

25,49,0
14,49,0
8,47,0
0,34,0
7,30,0
11,26,0
15,25,0
13,16,0
18,12,0
20,22,0
21,57,0
49,41,1
32,17,1
35,5,1
57,5,1
59,0,1
84,2,1
70,8,1
62,24,1
59,24,1
75,55,2
89,53,2
83,63,2
84,78,2
87,86,2
82,89,2
77,79,2
71,74,2
60,77,2
39,59,3
40,75,3
35,87,3
29,87,3
28,90,3
17,99,3
10,92,3
6,96,3
2,96,3
2,56,3
18,56,3
57,49,4
67,29,4
83,28,4
91,17,4
97,0,4
97,29,4
84,45,4
76,48,4
60,48,4

51,65,0
51,78,0
60,80,0
61,82,0
69,84,0
66,94,0
61,88,0
59,88,0
58,90,0
30,99,0
35,89,0
42,79,0
41,45,1
11,36,1
8,31,1
7,16,1
12,4,1
20,16,1
33,11,1
40,17,1
44,22,1
90,55,2
92,56,2
97,77,2
92,97,2
88,96,2
87,64,2
69,57,2
64,58,2
56,53,2
52,52,2
52,35,3
73,30,3
92,21,3
84,12,3
73,3,3
69,3,3
49,1,3
46,10,3
49,41,3
50,50,4
27,51,4
19,87,4
1,91,4
2,92,4
7,88,4
12,68,4
29,58,4
42,56,4

13,31,0
2,27,0
2,60,0
1,81,0
15,83,0
20,64,0
35,62,0
38,58,0
55,22,1
55,21,1
61,11,1
62,9,1
67,10,1
75,2,1
97,0,1
79,11,1
76,16,1
73,20,1
80,29,1
68,47,1
67,50,1
56,73,2
55,85,2
49,95,2
21,95,2
25,77,2
41,84,2
46,16,3
35,1,3
30,2,3
22,3,3
14,6,3
14,20,3
5,23,3
17,23,3
17,20,3
22,18,3
33,21,3
49,26,3
63,53,4
69,70,4
73,83,4
84,91,4
91,98,4
88,84,4
98,69,4
81,68,4
87,61,4
83,50,4

70,55,0
77,64,0
84,66,0
89,93,0
99,90,0
95,82,0
71,70,0
60,56,0
51,52,0
44,57,1
12,66,1
11,67,1
15,80,1
12,86,1
12,95,1
21,91,1
24,86,1
30,91,1
48,95,1
51,97,1
46,80,1
49,74,1
78,39,2
79,6,2
89,9,2
99,3,2
98,28,2
95,42,2
53,44,2
51,40,3
55,18,3
62,16,3
62,7,3
65,3,3
30,11,3
35,14,3
34,19,3
35,20,3
39,46,3
5,56,4
4,48,4
2,33,4
7,18,4
8,1,4
17,22,4
25,25,4
25,36,4
28,37,4
46,50,4

60,60,0
64,68,0
67,78,0
71,80,0
79,94,0
91,91,0
90,88,0
86,70,0
91,49,0
92,47,0
93,46,0
48,56,1
40,67,1
31,64,1
24,73,1
15,73,1
2,95,1
12,70,1
14,57,1
19,60,1
21,57,1
28,57,1
44,55,1
63,49,2
75,35,2
90,38,2
83,23,2
95,23,2
97,10,2
69,8,2
52,58,3
52,71,3
54,74,3
55,88,3
45,87,3
32,86,3
40,76,3
46,72,3
32,43,4
29,43,4
30,40,4
22,13,4
6,3,4
5,20,4
9,34,4
17,41,4
19,45,4
20,48,4
20,49,4

19,35,0
11,33,0
25,20,0
21,11,0
32,1,0
41,16,0
49,41,0
53,27,1
57,26,1
73,21,1
84,16,1
86,15,1
87,9,1
94,0,1
72,0,1
57,17,1
52,18,1
43,67,2
25,78,2
28,85,2
25,89,2
70,88,2
75,88,2
74,75,2
76,73,2
66,68,2
61,74,2
23,53,3
5,56,3
6,69,3
8,90,3
20,83,3
19,69,3
17,62,3
31,59,3
32,59,3
33,56,3
54,42,4
69,29,4
69,28,4
